Offset,Chord,NormalForm,PCsInNormalForm,File,Composer,measureNumber,beatNumber
44.5,<music21.chord.Chord A-1 A-2 E-3 B-3 D4 B-4 F5>,"[0, 1, 3, 6, 8]","[2, 3, 5, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,12,4
45.5,<music21.chord.Chord G3 E-5 G5>,"[0, 4]","[3, 7]",Copland_Piano_Blues_No_3.mxl,Copland,13,1
46,<music21.chord.Chord A-3 C5 E-5>,"[0, 4, 7]","[8, 0, 3]",Copland_Piano_Blues_No_3.mxl,Copland,13,2
47,<music21.chord.Chord B-3 E-5 G5>,"[0, 4, 7]","[3, 7, 10]",Copland_Piano_Blues_No_3.mxl,Copland,13,4
48,<music21.chord.Chord B-4 D5 F5>,"[0, 4, 7]","[10, 2, 5]",Copland_Piano_Blues_No_3.mxl,Copland,13,6
49,<music21.chord.Chord G3 C5 E-5>,"[0, 3, 7]","[0, 3, 7]",Copland_Piano_Blues_No_3.mxl,Copland,14,1
49.5,<music21.chord.Chord A-3 E-5 G5>,"[0, 4, 5]","[3, 7, 8]",Copland_Piano_Blues_No_3.mxl,Copland,14,1 1/3
50.5,<music21.chord.Chord B-3 D5 F5>,"[0, 4, 7]","[10, 2, 5]",Copland_Piano_Blues_No_3.mxl,Copland,14,2
51.25,<music21.chord.Chord G3 D5 F5>,"[0, 3, 5]","[2, 5, 7]",Copland_Piano_Blues_No_3.mxl,Copland,14,2 1/2
51.5,<music21.chord.Chord A-3 C5 E-5>,"[0, 4, 7]","[8, 0, 3]",Copland_Piano_Blues_No_3.mxl,Copland,14,2 2/3
52,<music21.chord.Chord B-3 B-4 D5>,"[0, 4]","[10, 2]",Copland_Piano_Blues_No_3.mxl,Copland,15,1
52.5,<music21.chord.Chord C4 A-4 C5>,"[0, 4]","[8, 0]",Copland_Piano_Blues_No_3.mxl,Copland,15,1 1/3
53.5,<music21.chord.Chord D4 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Copland_Piano_Blues_No_3.mxl,Copland,15,2
54.5,<music21.chord.Chord E-4 C5 E-5>,"[0, 3]","[0, 3]",Copland_Piano_Blues_No_3.mxl,Copland,15,2 2/3
55,<music21.chord.Chord E-4 C5 E-5>,"[0, 3]","[0, 3]",Copland_Piano_Blues_No_3.mxl,Copland,16,1
55.5,<music21.chord.Chord B-3 G4 B-4>,"[0, 3]","[7, 10]",Copland_Piano_Blues_No_3.mxl,Copland,16,1 1/3
56,<music21.chord.Chord G3 C5 E-5>,"[0, 3, 7]","[0, 3, 7]",Copland_Piano_Blues_No_3.mxl,Copland,16,1 2/3
57,<music21.chord.Chord B-3 G4 B-4>,"[0, 3]","[7, 10]",Copland_Piano_Blues_No_3.mxl,Copland,16,2 1/3
57.5,<music21.chord.Chord G3 C5 E-5>,"[0, 3, 7]","[0, 3, 7]",Copland_Piano_Blues_No_3.mxl,Copland,16,2 2/3
58,<music21.chord.Chord G3 C5 E-5>,"[0, 3, 7]","[0, 3, 7]",Copland_Piano_Blues_No_3.mxl,Copland,17,1
58.5,<music21.chord.Chord B-3 G4 B-4>,"[0, 3]","[7, 10]",Copland_Piano_Blues_No_3.mxl,Copland,17,1 1/3
59.5,<music21.chord.Chord C4 F4 A-4>,"[0, 3, 7]","[5, 8, 0]",Copland_Piano_Blues_No_3.mxl,Copland,17,2
60,<music21.chord.Chord D4 E-4 G4>,"[0, 1, 5]","[2, 3, 7]",Copland_Piano_Blues_No_3.mxl,Copland,17,2 1/3
61,<music21.chord.Chord F3 E-4 G4>,"[0, 2, 4]","[3, 5, 7]",Copland_Piano_Blues_No_3.mxl,Copland,18,1
61.5,<music21.chord.Chord G3 D4 F4>,"[0, 3, 5]","[2, 5, 7]",Copland_Piano_Blues_No_3.mxl,Copland,18,2
62.5,<music21.chord.Chord A-3 G4 B-4>,"[0, 1, 3]","[7, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,18,4
63.5,<music21.chord.Chord B-3 F4 A4>,"[0, 4, 5]","[5, 9, 10]",Copland_Piano_Blues_No_3.mxl,Copland,18,6
64.5,<music21.chord.Chord F3 E-4 G4>,"[0, 2, 4]","[3, 5, 7]",Copland_Piano_Blues_No_3.mxl,Copland,19,1
65,<music21.chord.Chord G3 D4 F4>,"[0, 3, 5]","[2, 5, 7]",Copland_Piano_Blues_No_3.mxl,Copland,19,2
66,<music21.chord.Chord A-3 G4 B-4>,"[0, 1, 3]","[7, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,19,4
67,<music21.chord.Chord C3 A-3 G4 B-4>,"[0, 1, 3, 5]","[7, 8, 10, 0]",Copland_Piano_Blues_No_3.mxl,Copland,19,6
68,<music21.chord.Chord F3 E-4 G4>,"[0, 2, 4]","[3, 5, 7]",Copland_Piano_Blues_No_3.mxl,Copland,20,1
68.5,<music21.chord.Chord G3 D4 F4>,"[0, 3, 5]","[2, 5, 7]",Copland_Piano_Blues_No_3.mxl,Copland,20,1 1/2
69.5,<music21.chord.Chord A-3 G4 B-4>,"[0, 1, 3]","[7, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,20,2 1/2
70,<music21.chord.Chord A-3 G4 B-4>,"[0, 1, 3]","[7, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,20,3
71,<music21.chord.Chord B-3 F4 A4>,"[0, 4, 5]","[5, 9, 10]",Copland_Piano_Blues_No_3.mxl,Copland,20,4
72,<music21.chord.Chord C4 E-4 G4>,"[0, 3, 7]","[0, 3, 7]",Copland_Piano_Blues_No_3.mxl,Copland,21,1
72.5,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Copland_Piano_Blues_No_3.mxl,Copland,21,1 1/2
73.5,<music21.chord.Chord E-4 G4 B-4>,"[0, 4, 7]","[3, 7, 10]",Copland_Piano_Blues_No_3.mxl,Copland,21,2 1/2
74,<music21.chord.Chord E-4 G4 B-4>,"[0, 4, 7]","[3, 7, 10]",Copland_Piano_Blues_No_3.mxl,Copland,21,3
75,<music21.chord.Chord A-2 E-4 G4 B-4 E-5 G5>,"[0, 4, 5, 7]","[3, 7, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,21,4
76,<music21.chord.Chord F2 A-3 E-5 B-5 D6>,"[0, 1, 3, 6, 8]","[2, 3, 5, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,22,1
76.5,<music21.chord.Chord A-2 B-3 C5 E-5>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Copland_Piano_Blues_No_3.mxl,Copland,22,2
77.5,<music21.chord.Chord B-2 C4 E-4 F4>,"[0, 2, 5, 7]","[10, 0, 3, 5]",Copland_Piano_Blues_No_3.mxl,Copland,22,4
78.5,<music21.chord.Chord B-2 B-3 C4 E-4 A-4 F5>,"[0, 2, 4, 7, 9]","[8, 10, 0, 3, 5]",Copland_Piano_Blues_No_3.mxl,Copland,22,6
79.5,<music21.chord.Chord F2 A-3 E-5 B-5 D6>,"[0, 1, 3, 6, 8]","[2, 3, 5, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,23,1
80,<music21.chord.Chord A-2 B-3 C5 E-5>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Copland_Piano_Blues_No_3.mxl,Copland,23,2
81,<music21.chord.Chord B-2 C4 E-4 F4>,"[0, 2, 5, 7]","[10, 0, 3, 5]",Copland_Piano_Blues_No_3.mxl,Copland,23,4
82,<music21.chord.Chord B-2 A-3 C4 E-4 A-4 F5>,"[0, 2, 4, 7, 9]","[8, 10, 0, 3, 5]",Copland_Piano_Blues_No_3.mxl,Copland,23,6
83,<music21.chord.Chord B-4 F5>,"[0, 5]","[5, 10]",Copland_Piano_Blues_No_3.mxl,Copland,24,1
83.5,<music21.chord.Chord A-4>,[0],[8],Copland_Piano_Blues_No_3.mxl,Copland,24,1 1/2
84,<music21.chord.Chord C4 A-4>,"[0, 4]","[8, 0]",Copland_Piano_Blues_No_3.mxl,Copland,24,2
84.5,<music21.chord.Chord C4 G5>,"[0, 5]","[7, 0]",Copland_Piano_Blues_No_3.mxl,Copland,24,2 1/2
85,<music21.chord.Chord C5 G5>,"[0, 5]","[7, 0]",Copland_Piano_Blues_No_3.mxl,Copland,24,3
85.5,<music21.chord.Chord C5 E-5>,"[0, 3]","[0, 3]",Copland_Piano_Blues_No_3.mxl,Copland,24,3 1/2
86,<music21.chord.Chord A-4 E-5>,"[0, 5]","[3, 8]",Copland_Piano_Blues_No_3.mxl,Copland,24,4
86.5,<music21.chord.Chord A-4 C5>,"[0, 4]","[8, 0]",Copland_Piano_Blues_No_3.mxl,Copland,24,4 1/2
87,<music21.chord.Chord A-4 B-4>,"[0, 2]","[8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,25,1
87.5,<music21.chord.Chord A-4 C5>,"[0, 4]","[8, 0]",Copland_Piano_Blues_No_3.mxl,Copland,25,1 1/2
88,<music21.chord.Chord E-4 C5>,"[0, 3]","[0, 3]",Copland_Piano_Blues_No_3.mxl,Copland,25,2
88.5,<music21.chord.Chord E-4 B-5>,"[0, 5]","[10, 3]",Copland_Piano_Blues_No_3.mxl,Copland,25,2 1/2
89,<music21.chord.Chord E-5 B-5>,"[0, 5]","[10, 3]",Copland_Piano_Blues_No_3.mxl,Copland,25,3
89.5,<music21.chord.Chord E-5 F5>,"[0, 2]","[3, 5]",Copland_Piano_Blues_No_3.mxl,Copland,25,3 1/2
90,<music21.chord.Chord C4 F5>,"[0, 5]","[0, 5]",Copland_Piano_Blues_No_3.mxl,Copland,25,4
90.5,<music21.chord.Chord C4 A-5>,"[0, 4]","[8, 0]",Copland_Piano_Blues_No_3.mxl,Copland,25,4 1/2
91,<music21.chord.Chord F3 E-4 G4 D6>,"[0, 1, 3, 5]","[2, 3, 5, 7]",Copland_Piano_Blues_No_3.mxl,Copland,26,1
91.5,<music21.chord.Chord G3 D4 F4 B-5>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Copland_Piano_Blues_No_3.mxl,Copland,26,1 1/2
92.5,<music21.chord.Chord A-3 G4 B-4 G5>,"[0, 1, 3]","[7, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,26,2 1/2
93,<music21.chord.Chord A-3 G4 B-4 G5>,"[0, 1, 3]","[7, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,26,3
94,<music21.chord.Chord C3 A-3 G4 B-4 G5>,"[0, 1, 3, 5]","[7, 8, 10, 0]",Copland_Piano_Blues_No_3.mxl,Copland,26,4
94.5,<music21.chord.Chord C3 A-3 G4 B-5>,"[0, 1, 3, 5]","[7, 8, 10, 0]",Copland_Piano_Blues_No_3.mxl,Copland,26,4 1/2
95,<music21.chord.Chord F3 E-4 G4 D5 D6>,"[0, 1, 3, 5]","[2, 3, 5, 7]",Copland_Piano_Blues_No_3.mxl,Copland,27,1
95.5,<music21.chord.Chord G3 D4 F4 B-4 B-5>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Copland_Piano_Blues_No_3.mxl,Copland,27,1 1/2
96.5,<music21.chord.Chord A-3 E-4 G4 E-5 E-6>,"[0, 4, 5]","[3, 7, 8]",Copland_Piano_Blues_No_3.mxl,Copland,27,2 1/2
97,<music21.chord.Chord A-3 E-4 G4 E-5 E-6>,"[0, 4, 5]","[3, 7, 8]",Copland_Piano_Blues_No_3.mxl,Copland,27,3
98,<music21.chord.Chord A-3 E-4 G4 B-4 E-5 E-6>,"[0, 4, 5, 7]","[3, 7, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,27,4
98.5,<music21.chord.Chord A-3 E-4 G4 B-4 G5 G6>,"[0, 4, 5, 7]","[3, 7, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,27,4 1/2
99,<music21.chord.Chord A-3 B-4 F5 F6>,"[0, 3, 5]","[5, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,28,1
99.5,<music21.chord.Chord B-3 A-4 D-5 D-6>,"[0, 2, 5]","[8, 10, 1]",Copland_Piano_Blues_No_3.mxl,Copland,28,1 1/2
100.5,<music21.chord.Chord C-4 B-4 D-5 F5 D-6 F6>,"[0, 1, 3, 7]","[10, 11, 1, 5]",Copland_Piano_Blues_No_3.mxl,Copland,28,2 1/2
101,<music21.chord.Chord C-4 B-4 D-5 F5 D-6 F6>,"[0, 1, 3, 7]","[10, 11, 1, 5]",Copland_Piano_Blues_No_3.mxl,Copland,28,3
102,<music21.chord.Chord D-4 A-4 C5 E-5 C6 E-6>,"[0, 4, 5, 7]","[8, 0, 1, 3]",Copland_Piano_Blues_No_3.mxl,Copland,28,4
103,<music21.chord.Chord E-4 G-4 B-4 F5 F6>,"[0, 2, 3, 7]","[3, 5, 6, 10]",Copland_Piano_Blues_No_3.mxl,Copland,29,1
103.5,<music21.chord.Chord F4 A-4 C5 D-5 D-6>,"[0, 1, 5, 8]","[0, 1, 5, 8]",Copland_Piano_Blues_No_3.mxl,Copland,29,1 1/2
104,<music21.chord.Chord F4 A-4 C5 D-5 D-6>,"[0, 1, 5, 8]","[0, 1, 5, 8]",Copland_Piano_Blues_No_3.mxl,Copland,29,2
104.5,<music21.chord.Chord G-4 B-4 D-5 F5 D-6 F6>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Copland_Piano_Blues_No_3.mxl,Copland,29,2 1/2
105,<music21.chord.Chord G-4 B-4 D-5 F5 D-6 F6>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Copland_Piano_Blues_No_3.mxl,Copland,29,3
106,<music21.chord.Chord G-4 B-4 D-5 G-5 D-6 G-6>,"[0, 4, 7]","[6, 10, 1]",Copland_Piano_Blues_No_3.mxl,Copland,29,4
107,<music21.chord.Chord D-5 E-5 A-5 D-6 A-6>,"[0, 2, 7]","[1, 3, 8]",Copland_Piano_Blues_No_3.mxl,Copland,30,1
107.5,<music21.chord.Chord G-4 A-4 D-5 G-5 D-6>,"[0, 2, 7]","[6, 8, 1]",Copland_Piano_Blues_No_3.mxl,Copland,30,1 1/2
108.5,<music21.chord.Chord B-3 F4 G-4 B-4 D-5>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Copland_Piano_Blues_No_3.mxl,Copland,30,2 1/2
109,<music21.chord.Chord B-3 F4 G-4 B-4 D-5>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Copland_Piano_Blues_No_3.mxl,Copland,30,3
110,<music21.chord.Chord D-3 B-3 F4 G-4 B-4 D-5>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Copland_Piano_Blues_No_3.mxl,Copland,30,4
111,<music21.chord.Chord E-3 D-4 F4>,"[0, 2, 4]","[1, 3, 5]",Copland_Piano_Blues_No_3.mxl,Copland,31,1
111.5,<music21.chord.Chord F3 C4 E-4>,"[0, 3, 5]","[0, 3, 5]",Copland_Piano_Blues_No_3.mxl,Copland,31,1 1/2
112.5,<music21.chord.Chord F3 C4 E-4>,"[0, 3, 5]","[0, 3, 5]",Copland_Piano_Blues_No_3.mxl,Copland,31,2 1/2
112.75,<music21.chord.Chord G-3 F4 D-5>,"[0, 4, 5]","[1, 5, 6]",Copland_Piano_Blues_No_3.mxl,Copland,31,2 3/4
113,<music21.chord.Chord G-3 F4 D-5>,"[0, 4, 5]","[1, 5, 6]",Copland_Piano_Blues_No_3.mxl,Copland,31,3
114,<music21.chord.Chord B-2 G-3 F4 D-5>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Copland_Piano_Blues_No_3.mxl,Copland,31,4
115,<music21.chord.Chord B-2 E-3 D-4 F4>,"[0, 3, 5, 7]","[10, 1, 3, 5]",Copland_Piano_Blues_No_3.mxl,Copland,32,1
115.5,<music21.chord.Chord B-2 F3 C4 E-4>,"[0, 2, 5, 7]","[10, 0, 3, 5]",Copland_Piano_Blues_No_3.mxl,Copland,32,1 1/2
116.5,<music21.chord.Chord F3 C4 E-4>,"[0, 3, 5]","[0, 3, 5]",Copland_Piano_Blues_No_3.mxl,Copland,32,2 1/2
116.75,<music21.chord.Chord G-3 F4 A-4>,"[0, 1, 3]","[5, 6, 8]",Copland_Piano_Blues_No_3.mxl,Copland,32,2 3/4
117,<music21.chord.Chord G-3 F4 A-4>,"[0, 1, 3]","[5, 6, 8]",Copland_Piano_Blues_No_3.mxl,Copland,32,3
118,<music21.chord.Chord B-2 G-3 F4 A-4>,"[0, 1, 3, 5]","[5, 6, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,32,4
119,<music21.chord.Chord E-2 B-2 A-3 D-4 F4>,"[0, 2, 4, 7, 9]","[1, 3, 5, 8, 10]",Copland_Piano_Blues_No_3.mxl,Copland,33,1
119.5,<music21.chord.Chord F2 C3 G3 C4 E-4>,"[0, 3, 5, 7]","[0, 3, 5, 7]",Copland_Piano_Blues_No_3.mxl,Copland,33,1 1/2
120.5,<music21.chord.Chord F2 C3 G3 C4 E-4>,"[0, 3, 5, 7]","[0, 3, 5, 7]",Copland_Piano_Blues_No_3.mxl,Copland,33,2 1/2
